ORDER_NUMBER,CUSTOMER_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,ADDRESS,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY
10197,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA
10209,"Men 'R' US Retailers, Ltd.",(215) 555-4369,6047 Douglas Av.,,6047 Douglas Av.,Los Angeles,CA,,USA,NA
10222,Collectable Mini Designs Co.,(760) 555-8146,361 Furth Circle,,361 Furth Circle,San Diego,CA,91217,USA,NA
10248,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10262,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10273,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10283,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA
10296,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Hansastr. 15,Munich,,80686,Germany,EMEA
10307,"Classic Gift Ideas, Inc",(215) 555-4695,782 First Street,,782 First Street,Philadelphia,PA,71270,USA,NA
10316,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10327,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10338,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10373,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10386,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10398,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10400,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10414,Gifts4AllAges.com,(617) 555-9555,8616 Spinnaker Dr.,,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA
10103,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10111,Mini Wheels Co.,(650) 555-5787,5557 North Pendale Street,,5557 North Pendale Street,San Francisco,CA,,USA,NA
10126,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA
10139,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10150,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10163,Classic Legends Inc.,(212) 555-8493,5905 Pompton St.,Suite 750,5905 Pompton St.Suite 750,NYC,NY,10022,USA,NA
10173,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10183,"Classic Gift Ideas, Inc",(215) 555-4695,782 First Street,,782 First Street,Philadelphia,PA,71270,USA,NA
10193,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC
10206,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA
10215,West Coast Collectables Co.,(310) 555-3722,3675 Furth Circle,,3675 Furth Circle,Burbank,CA,94019,USA,NA
10228,Cambridge Collectables Co.,(617) 555-5555,4658 Baden Av.,,4658 Baden Av.,Cambridge,MA,51247,USA,NA
10244,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10257,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10270,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10280,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Via Monte Bianco 34,Torino,,10100,Italy,EMEA
10291,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10304,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,"67, avenue de l'Europe",Versailles,,78000,France,EMEA
10312,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10322,Online Diecast Creations Co.,(603) 555-8647,2304 Long Airport Avenue,,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA
10332,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10347,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10357,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10369,Collectables For Less Inc.,(617) 555-8555,7825 Douglas Av.,,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA
10381,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10392,Mini Auto Werke,7675-3555,Kirchgasse 6,,Kirchgasse 6,Graz,,8010,Austria,EMEA
10423,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10105,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10117,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10128,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10142,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10153,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10166,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10177,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA
10185,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10196,Super Scale Inc.,(203) 555-9545,567 North Pendale Street,,567 North Pendale Street,New Haven,CT,97823,USA,NA
10208,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10221,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10232,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10248,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10273,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10293,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Via Monte Bianco 34,Torino,,10100,Italy,EMEA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10325,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10372,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10383,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10396,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10414,Gifts4AllAges.com,(617) 555-9555,8616 Spinnaker Dr.,,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA
10104,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10109,Motor Mint Distributors Inc.,(215) 555-9857,11328 Douglas Av.,,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA
10114,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10122,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,"12, rue des Bouchers",Marseille,,13008,France,EMEA
10127,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10136,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA
10141,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10148,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10151,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10160,"Men 'R' US Retailers, Ltd.",(215) 555-4369,6047 Douglas Av.,,6047 Douglas Av.,Los Angeles,CA,,USA,NA
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10171,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA
10175,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,35 King George,London,,WX3 6FW,UK,EMEA
10181,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA
10184,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,"C/ Romero, 33",Sevilla,,41101,Spain,EMEA
10192,Online Diecast Creations Co.,(603) 555-8647,2304 Long Airport Avenue,,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA
10195,Mini Classics,(914) 555-4562,3758 North Pendale Street,,3758 North Pendale Street,White Plains,NY,24067,USA,NA
10203,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10207,Diecast Collectables,(617) 555-2555,6251 Ingle Ln.,,6251 Ingle Ln.,Boston,MA,51003,USA,NA
10212,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10225,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10229,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10239,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10246,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10253,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10259,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Village Close - 106 Linden Road Sandown2nd Floor,Singapore,,69045,Singapore,APAC
10266,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10271,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10278,Signal Gift Stores,(702) 555-1838,8489 Strong St.,,8489 Strong St.,Las Vegas,NV,83030,USA,NA
10281,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10287,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10292,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10301,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA
10305,Marta's Replicas Co.,(617) 555-8555,39323 Spinnaker Dr.,,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA
10310,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10313,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA
10321,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10324,Vitachrome Inc.,(212) 555-1500,2678 Kingston Rd.,Suite 101,2678 Kingston Rd.Suite 101,NYC,NY,10022,USA,NA
10331,Motor Mint Distributors Inc.,(215) 555-9857,11328 Douglas Av.,,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA
10334,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA
10342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10349,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10358,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10366,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA
10370,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10377,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Keskuskatu 45,Helsinki,,21240,Finland,EMEA
10383,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10394,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10405,Mini Caravy,88.60.1555,"24, place Kluber",,"24, place Kluber",Strasbourg,,67000,France,EMEA
10412,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10419,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10425,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10105,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10117,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10128,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10142,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10153,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10177,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA
10185,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10196,Super Scale Inc.,(203) 555-9545,567 North Pendale Street,,567 North Pendale Street,New Haven,CT,97823,USA,NA
10208,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10221,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10232,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10248,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10273,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10293,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Via Monte Bianco 34,Torino,,10100,Italy,EMEA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10326,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10372,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10383,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10396,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10414,Gifts4AllAges.com,(617) 555-9555,8616 Spinnaker Dr.,,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA
10108,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10122,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,"12, rue des Bouchers",Marseille,,13008,France,EMEA
10135,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10147,Collectables For Less Inc.,(617) 555-8555,7825 Douglas Av.,,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA
10159,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10169,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10181,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA
10191,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10203,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10211,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,"25, rue Lauriston",Paris,,75016,France,EMEA
10225,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10238,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA
10252,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,"25, rue Lauriston",Paris,,75016,France,EMEA
10265,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC
10276,Online Mini Collectables,(617) 555-7555,7635 Spinnaker Dr.,,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA
10287,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA
10300,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10310,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA
10319,Microscale Inc.,(212) 555-1957,5290 North Pendale Street,Suite 200,5290 North Pendale StreetSuite 200,NYC,NY,10022,USA,NA
10329,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10363,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10378,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10390,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10103,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10111,Mini Wheels Co.,(650) 555-5787,5557 North Pendale Street,,5557 North Pendale Street,San Francisco,CA,,USA,NA
10126,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA
10139,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10149,Signal Collectibles Ltd.,(415) 555-4312,2793 Furth Circle,,2793 Furth Circle,Brisbane,CA,94217,USA,NA
10163,Classic Legends Inc.,(212) 555-8493,5905 Pompton St.,Suite 750,5905 Pompton St.Suite 750,NYC,NY,10022,USA,NA
10173,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10182,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10193,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC
10206,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA
10215,West Coast Collectables Co.,(310) 555-3722,3675 Furth Circle,,3675 Furth Circle,Burbank,CA,94019,USA,NA
10227,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10244,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10257,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10280,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Via Monte Bianco 34,Torino,,10100,Italy,EMEA
10290,Auto-Moto Classics Inc.,(617) 555-8428,16780 Pompton St.,,16780 Pompton St.,Brickhaven,MA,58339,USA,NA
10304,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,"67, avenue de l'Europe",Versailles,,78000,France,EMEA
10312,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10323,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10333,Mini Wheels Co.,(650) 555-5787,5557 North Pendale Street,,5557 North Pendale Street,San Francisco,CA,,USA,NA
